session.no,Date,Time,Weather,Remarks,rhino.no,Remarks,food.presence,Remarks,food.presence.index,Interval,feed-on,not.feed-on,feed-not.on,not.feed-not.on,mynah.no,Remarks
13,21/07/2022 (Thu),2:00 PM,Sunny,,7,,Yes,,3,17,0,1,0,4,5,
13,21/07/2022 (Thu),2:00 PM,Sunny,,7,,Yes,,3,18,2,1,0,8,11,
13,21/07/2022 (Thu),2:00 PM,Sunny,,7,,Yes,,3,19,1,1,0,8,10,
13,21/07/2022 (Thu),2:00 PM,Sunny,,7,,Yes,,3,20,1,0,0,8,9,
14,21/07/2022 (Thu),5:00 PM,Sunny,Cloudy sometimes,3,,Yes,Few strands on ground,1,1,0,0,0,0,0,
14,21/07/2022 (Thu),5:00 PM,Sunny,Cloudy sometimes,3,,Yes,Few strands on ground,1,2,0,0,0,0,0,
14,21/07/2022 (Thu),5:00 PM,Sunny,Cloudy sometimes,3,,Yes,Few strands on ground,1,3,0,0,0,0,0,
14,21/07/2022 (Thu),5:00 PM,Sunny,Cloudy sometimes,3,,Yes,Few strands on ground,1,4,0,0,0,0,0,
14,21/07/2022 (Thu),5:00 PM,Sunny,Cloudy sometimes,3,,Yes,Few strands on ground,1,5,0,0,0,0,0,
14,21/07/2022 (Thu),5:00 PM,Sunny,Cloudy sometimes,3,,Yes,Few strands on ground,1,6,0,0,0,0,0,
14,21/07/2022 (Thu),5:00 PM,Sunny,Cloudy sometimes,3,,Yes,Few strands on ground,1,7,0,0,0,0,0,
14,21/07/2022 (Thu),5:00 PM,Sunny,Cloudy sometimes,3,,Yes,Few strands on ground,1,8,0,0,0,0,0,
14,21/07/2022 (Thu),5:00 PM,Sunny,Cloudy sometimes,3,,Yes,Few strands on ground,1,9,0,0,0,0,0,
14,21/07/2022 (Thu),5:00 PM,Sunny,Cloudy sometimes,3,,Yes,Few strands on ground,1,10,1,0,0,0,1,
14,21/07/2022 (Thu),5:00 PM,Sunny,Cloudy sometimes,3,,Yes,Few strands on ground,1,11,0,0,0,0,0,
14,21/07/2022 (Thu),5:00 PM,Sunny,Cloudy sometimes,3,,Yes,Few strands on ground,1,12,0,0,0,0,0,
14,21/07/2022 (Thu),5:00 PM,Sunny,Cloudy sometimes,3,,Yes,Few strands on ground,1,13,0,0,0,0,0,
14,21/07/2022 (Thu),5:00 PM,Sunny,Cloudy sometimes,3,,Yes,Few strands on ground,1,14,0,0,0,0,0,
14,21/07/2022 (Thu),5:00 PM,Sunny,Cloudy sometimes,3,,Yes,Few strands on ground,1,15,0,0,0,0,0,
14,21/07/2022 (Thu),5:00 PM,Sunny,Cloudy sometimes,3,,Yes,Few strands on ground,1,16,0,0,0,0,0,
14,21/07/2022 (Thu),5:00 PM,Sunny,Cloudy sometimes,3,,Yes,Few strands on ground,1,17,0,0,0,0,0,
14,21/07/2022 (Thu),5:00 PM,Sunny,Cloudy sometimes,3,,Yes,Few strands on ground,1,18,0,0,0,0,0,
14,21/07/2022 (Thu),5:00 PM,Sunny,Cloudy sometimes,3,,Yes,Few strands on ground,1,19,0,0,0,0,0,
14,21/07/2022 (Thu),5:00 PM,Sunny,Cloudy sometimes,3,,Yes,Few strands on ground,1,20,0,0,0,0,0,
15,22/07/2022 (Fri),2:00 PM,Cloudy,,7,,Yes,,3,1,0,0,0,15,15,
15,22/07/2022 (Fri),2:00 PM,Cloudy,,7,,Yes,,3,2,1,2,1,17,21,
15,22/07/2022 (Fri),2:00 PM,Cloudy,,7,,Yes,,3,3,0,1,1,13,15,
15,22/07/2022 (Fri),2:00 PM,Cloudy,,7,,Yes,,3,4,0,3,0,10,13,
15,22/07/2022 (Fri),2:00 PM,Cloudy,,7,,Yes,,3,5,2,2,0,15,19,
15,22/07/2022 (Fri),2:00 PM,Cloudy,,7,,Yes,,3,6,1,5,0,16,22,
15,22/07/2022 (Fri),2:00 PM,Cloudy,,7,,Yes,,3,7,2,0,1,11,14,
15,22/07/2022 (Fri),2:00 PM,Cloudy,,7,,Yes,,3,8,3,2,0,12,17,
15,22/07/2022 (Fri),2:00 PM,Cloudy,,7,,Yes,,3,9,2,1,0,9,12,
15,22/07/2022 (Fri),2:00 PM,Cloudy,,7,,Yes,,3,10,2,2,0,11,15,
15,22/07/2022 (Fri),2:00 PM,Cloudy,,7,,Yes,,3,11,1,2,0,13,16,
15,22/07/2022 (Fri),2:00 PM,Cloudy,,7,,Yes,,3,12,2,0,0,16,18,
15,22/07/2022 (Fri),2:00 PM,Cloudy,,7,,Yes,,3,13,1,0,0,10,11,
15,22/07/2022 (Fri),2:00 PM,Cloudy,,7,,Yes,,3,14,2,2,0,9,13,
15,22/07/2022 (Fri),2:00 PM,Cloudy,,7,,Yes,,3,15,1,3,0,14,18,
15,22/07/2022 (Fri),2:00 PM,Cloudy,,7,,Yes,,3,16,2,4,0,9,15,
15,22/07/2022 (Fri),2:00 PM,Cloudy,,7,,Yes,,3,17,2,4,1,4,11,
15,22/07/2022 (Fri),2:00 PM,Cloudy,,7,,Yes,,3,18,2,1,1,6,10,
15,22/07/2022 (Fri),2:00 PM,Cloudy,,7,,Yes,,3,19,1,2,0,3,6,
15,22/07/2022 (Fri),2:00 PM,Cloudy,,7,,Yes,,3,20,1,5,1,6,13,
16,22/07/2022 (Fri),5:00 PM,Cloudy,,7,,Yes,Few strands on ground,1,1,1,0,1,4,6,
16,22/07/2022 (Fri),5:00 PM,Cloudy,,7,,Yes,Few strands on ground,1,2,2,0,0,4,6,
16,22/07/2022 (Fri),5:00 PM,Cloudy,,7,,Yes,Few strands on ground,1,3,2,0,0,4,6,
16,22/07/2022 (Fri),5:00 PM,Cloudy,,7,,Yes,Few strands on ground,1,4,1,0,2,4,7,
16,22/07/2022 (Fri),5:00 PM,Cloudy,,7,,Yes,Few strands on ground,1,5,1,2,0,1,4,
16,22/07/2022 (Fri),5:00 PM,Cloudy,,7,,Yes,Few strands on ground,1,6,2,1,0,2,5,
16,22/07/2022 (Fri),5:00 PM,Cloudy,,7,,Yes,Few strands on ground,1,7,2,3,0,0,5,
16,22/07/2022 (Fri),5:00 PM,Cloudy,,7,,Yes,Few strands on ground,1,8,1,0,0,3,4,
16,22/07/2022 (Fri),5:00 PM,Cloudy,,7,,Yes,Few strands on ground,1,9,1,1,0,3,5,
16,22/07/2022 (Fri),5:00 PM,Cloudy,,7,,Yes,Few strands on ground,1,10,2,0,0,3,5,
16,22/07/2022 (Fri),5:00 PM,Cloudy,,7,,Yes,Few strands on ground,1,11,2,1,1,1,5,
16,22/07/2022 (Fri),5:00 PM,Cloudy,,7,,Yes,Few strands on ground,1,12,2,0,0,2,4,
16,22/07/2022 (Fri),5:00 PM,Cloudy,,7,,Yes,Few strands on ground,1,13,1,2,1,1,5,
16,22/07/2022 (Fri),5:00 PM,Cloudy,,7,,Yes,Few strands on ground,1,14,0,0,0,4,4,
16,22/07/2022 (Fri),5:00 PM,Cloudy,,7,,Yes,Few strands on ground,1,15,1,2,0,1,4,
16,22/07/2022 (Fri),5:00 PM,Cloudy,,7,,Yes,Few strands on ground,1,16,0,2,0,2,4,
16,22/07/2022 (Fri),5:00 PM,Cloudy,,7,,Yes,Few strands on ground,1,17,1,0,1,2,4,
16,22/07/2022 (Fri),5:00 PM,Cloudy,,7,,Yes,Few strands on ground,1,18,0,1,1,2,4,
16,22/07/2022 (Fri),5:00 PM,Cloudy,,7,,Yes,Few strands on ground,1,19,2,0,0,3,5,
16,22/07/2022 (Fri),5:00 PM,Cloudy,,7,,Yes,Few strands on ground,1,20,1,0,1,2,4,
17,25/07/2022 (Mon),2:00 PM,Cloudy,Light rain began at Interval 10,6,,Yes,,3,1,2,1,0,9,12,
17,25/07/2022 (Mon),2:00 PM,Cloudy,Light rain began at Interval 10,6,,Yes,,3,2,0,0,0,16,16,
17,25/07/2022 (Mon),2:00 PM,Cloudy,Light rain began at Interval 10,6,,Yes,,3,3,1,0,0,11,12,
17,25/07/2022 (Mon),2:00 PM,Cloudy,Light rain began at Interval 10,6,,Yes,,3,4,1,1,0,10,12,
17,25/07/2022 (Mon),2:00 PM,Cloudy,Light rain began at Interval 10,6,,Yes,,3,5,0,1,0,7,8,
17,25/07/2022 (Mon),2:00 PM,Cloudy,Light rain began at Interval 10,6,,Yes,,3,6,1,1,0,7,9,
17,25/07/2022 (Mon),2:00 PM,Cloudy,Light rain began at Interval 10,6,,Yes,,3,7,0,2,0,7,9,
17,25/07/2022 (Mon),2:00 PM,Cloudy,Light rain began at Interval 10,6,,Yes,,3,8,0,2,0,3,5,
17,25/07/2022 (Mon),2:00 PM,Cloudy,Light rain began at Interval 10,6,,Yes,,3,9,0,2,0,3,5,
17,25/07/2022 (Mon),2:00 PM,Cloudy,Light rain began at Interval 10,6,,Yes,,3,10,1,1,0,2,4,
17,25/07/2022 (Mon),2:00 PM,Cloudy,Light rain began at Interval 10,6,,Yes,,3,11,2,1,0,2,5,
17,25/07/2022 (Mon),2:00 PM,Cloudy,Light rain began at Interval 10,6,,Yes,,3,12,0,2,0,0,2,
17,25/07/2022 (Mon),2:00 PM,Cloudy,Light rain began at Interval 10,6,,Yes,,3,13,1,1,0,0,2,
17,25/07/2022 (Mon),2:00 PM,Cloudy,Light rain began at Interval 10,6,,Yes,,3,14,1,1,0,0,2,
17,25/07/2022 (Mon),2:00 PM,Cloudy,Light rain began at Interval 10,6,,Yes,,3,15,0,2,0,1,3,
17,25/07/2022 (Mon),2:00 PM,Cloudy,Light rain began at Interval 10,6,,Yes,,3,16,0,0,0,3,3,
17,25/07/2022 (Mon),2:00 PM,Cloudy,Light rain began at Interval 10,6,,Yes,,3,17,1,0,1,1,3,
17,25/07/2022 (Mon),2:00 PM,Cloudy,Light rain began at Interval 10,6,,Yes,,3,18,0,0,0,1,1,
17,25/07/2022 (Mon),2:00 PM,Cloudy,Light rain began at Interval 10,6,,Yes,,3,19,0,1,0,1,2,
17,25/07/2022 (Mon),2:00 PM,Cloudy,Light rain began at Interval 10,6,,Yes,,3,20,1,0,0,1,2,
18,25/07/2022 (Mon),5:00 PM,Cloudy,,6,,Yes,Few strands on ground,1,1,0,0,0,0,0,
18,25/07/2022 (Mon),5:00 PM,Cloudy,,6,,Yes,Few strands on ground,1,2,0,0,0,0,0,
18,25/07/2022 (Mon),5:00 PM,Cloudy,,6,,Yes,Few strands on ground,1,3,0,0,0,0,0,
18,25/07/2022 (Mon),5:00 PM,Cloudy,,6,,Yes,Few strands on ground,1,4,0,0,0,0,0,
18,25/07/2022 (Mon),5:00 PM,Cloudy,,6,,Yes,Few strands on ground,1,5,0,0,0,0,0,
18,25/07/2022 (Mon),5:00 PM,Cloudy,,6,,Yes,Few strands on ground,1,6,0,0,0,0,0,
18,25/07/2022 (Mon),5:00 PM,Cloudy,,6,,Yes,Few strands on ground,1,7,0,0,0,0,0,
18,25/07/2022 (Mon),5:00 PM,Cloudy,,6,,Yes,Few strands on ground,1,8,0,0,0,0,0,
18,25/07/2022 (Mon),5:00 PM,Cloudy,,6,,Yes,Few strands on ground,1,9,0,0,0,0,0,
18,25/07/2022 (Mon),5:00 PM,Cloudy,,6,,Yes,Few strands on ground,1,10,0,0,0,0,0,
18,25/07/2022 (Mon),5:00 PM,Cloudy,,6,,Yes,Few strands on ground,1,11,0,0,0,0,0,
18,25/07/2022 (Mon),5:00 PM,Cloudy,,6,,Yes,Few strands on ground,1,12,0,0,0,0,0,
18,25/07/2022 (Mon),5:00 PM,Cloudy,,6,,Yes,Few strands on ground,1,13,0,0,0,0,0,
18,25/07/2022 (Mon),5:00 PM,Cloudy,,6,,Yes,Few strands on ground,1,14,0,0,0,0,0,
18,25/07/2022 (Mon),5:00 PM,Cloudy,,6,,Yes,Few strands on ground,1,15,0,0,0,0,0,
18,25/07/2022 (Mon),5:00 PM,Cloudy,,6,,Yes,Few strands on ground,1,16,0,0,0,0,0,
18,25/07/2022 (Mon),5:00 PM,Cloudy,,6,,Yes,Few strands on ground,1,17,0,0,0,0,0,
18,25/07/2022 (Mon),5:00 PM,Cloudy,,6,,Yes,Few strands on ground,1,18,0,0,0,0,0,
18,25/07/2022 (Mon),5:00 PM,Cloudy,,6,,Yes,Few strands on ground,1,19,0,0,0,0,0,
18,25/07/2022 (Mon),5:00 PM,Cloudy,,6,,Yes,Few strands on ground,1,20,0,0,0,0,0,
19,26/07/2022 (Tue),2:00 PM,Cloudy,,6,,Yes,,3,1,0,0,0,0,0,
19,26/07/2022 (Tue),2:00 PM,Cloudy,,6,,Yes,,3,2,0,0,0,0,0,
19,26/07/2022 (Tue),2:00 PM,Cloudy,,6,,Yes,,3,3,0,0,0,0,0,
19,26/07/2022 (Tue),2:00 PM,Cloudy,,6,,Yes,,3,4,0,0,0,0,0,
19,26/07/2022 (Tue),2:00 PM,Cloudy,,6,,Yes,,3,5,0,0,0,0,0,
19,26/07/2022 (Tue),2:00 PM,Cloudy,,6,,Yes,,3,6,0,0,0,0,0,
19,26/07/2022 (Tue),2:00 PM,Cloudy,,6,,Yes,,3,7,0,0,0,0,0,
19,26/07/2022 (Tue),2:00 PM,Cloudy,,6,,Yes,,3,8,0,0,0,0,0,
19,26/07/2022 (Tue),2:00 PM,Cloudy,,6,,Yes,,3,9,0,0,0,0,0,
19,26/07/2022 (Tue),2:00 PM,Cloudy,,6,,Yes,,3,10,0,0,0,0,0,
19,26/07/2022 (Tue),2:00 PM,Cloudy,,6,,Yes,,3,11,0,0,0,0,0,
19,26/07/2022 (Tue),2:00 PM,Cloudy,,6,,Yes,,3,12,0,0,0,0,0,
19,26/07/2022 (Tue),2:00 PM,Cloudy,,6,,Yes,,3,13,0,0,0,0,0,
19,26/07/2022 (Tue),2:00 PM,Cloudy,,6,,Yes,,3,14,0,0,0,0,0,
19,26/07/2022 (Tue),2:00 PM,Cloudy,,6,,Yes,,3,15,0,0,0,0,0,
19,26/07/2022 (Tue),2:00 PM,Cloudy,,6,,Yes,,3,16,0,0,0,0,0,
19,26/07/2022 (Tue),2:00 PM,Cloudy,,6,,Yes,,3,17,0,0,0,0,0,
19,26/07/2022 (Tue),2:00 PM,Cloudy,,6,,Yes,,3,18,0,0,0,0,0,
19,26/07/2022 (Tue),2:00 PM,Cloudy,,6,,Yes,,3,19,0,0,0,0,0,
19,26/07/2022 (Tue),2:00 PM,Cloudy,,6,,Yes,,3,20,0,0,0,0,0,
20,26/07/2022 (Tue),5:00 PM,Cloudy,Light rain began during Interval 10,6,,Yes,Few strands on ground,1,1,0,0,0,0,0,
20,26/07/2022 (Tue),5:00 PM,Cloudy,Light rain began during Interval 10,6,,Yes,Few strands on ground,1,2,0,0,0,0,0,
20,26/07/2022 (Tue),5:00 PM,Cloudy,Light rain began during Interval 10,6,,Yes,Few strands on ground,1,3,0,0,0,0,0,
20,26/07/2022 (Tue),5:00 PM,Cloudy,Light rain began during Interval 10,6,,Yes,Few strands on ground,1,4,0,0,0,0,0,
20,26/07/2022 (Tue),5:00 PM,Cloudy,Light rain began during Interval 10,6,,Yes,Few strands on ground,1,5,0,0,0,0,0,
20,26/07/2022 (Tue),5:00 PM,Cloudy,Light rain began during Interval 10,6,,Yes,Few strands on ground,1,6,0,0,0,0,0,
20,26/07/2022 (Tue),5:00 PM,Cloudy,Light rain began during Interval 10,6,,Yes,Few strands on ground,1,7,0,0,0,0,0,
20,26/07/2022 (Tue),5:00 PM,Cloudy,Light rain began during Interval 10,6,,Yes,Few strands on ground,1,8,0,0,0,0,0,
20,26/07/2022 (Tue),5:00 PM,Cloudy,Light rain began during Interval 10,6,,Yes,Few strands on ground,1,9,0,0,0,0,0,
20,26/07/2022 (Tue),5:00 PM,Cloudy,Light rain began during Interval 10,6,,Yes,Few strands on ground,1,10,0,0,0,0,0,
20,26/07/2022 (Tue),5:00 PM,Cloudy,Light rain began during Interval 10,6,,Yes,Few strands on ground,1,11,0,0,0,0,0,
20,26/07/2022 (Tue),5:00 PM,Cloudy,Light rain began during Interval 10,6,,Yes,Few strands on ground,1,12,0,0,0,0,0,
20,26/07/2022 (Tue),5:00 PM,Cloudy,Light rain began during Interval 10,6,,Yes,Few strands on ground,1,13,0,0,0,0,0,
20,26/07/2022 (Tue),5:00 PM,Cloudy,Light rain began during Interval 10,6,,Yes,Few strands on ground,1,14,0,0,0,0,0,
20,26/07/2022 (Tue),5:00 PM,Cloudy,Light rain began during Interval 10,6,,Yes,Few strands on ground,1,15,0,0,0,0,0,
20,26/07/2022 (Tue),5:00 PM,Cloudy,Light rain began during Interval 10,6,,Yes,Few strands on ground,1,16,0,0,0,0,0,
20,26/07/2022 (Tue),5:00 PM,Cloudy,Light rain began during Interval 10,6,,Yes,Few strands on ground,1,17,0,0,0,0,0,
20,26/07/2022 (Tue),5:00 PM,Cloudy,Light rain began during Interval 10,6,,Yes,Few strands on ground,1,18,0,0,0,0,0,
20,26/07/2022 (Tue),5:00 PM,Cloudy,Light rain began during Interval 10,6,,Yes,Few strands on ground,1,19,0,0,0,0,0,
20,26/07/2022 (Tue),5:00 PM,Cloudy,Light rain began during Interval 10,6,,Yes,Few strands on ground,1,20,0,0,0,0,0,
21,27/07/2022 (Wed),5:00 PM,Sunny,,6,,Yes,"Few strands on ground, some browse hanging and on ground",1,1,0,1,0,1,2,
21,27/07/2022 (Wed),5:00 PM,Sunny,,6,,Yes,"Few strands on ground, some browse hanging and on ground",1,2,0,1,0,7,8,
21,27/07/2022 (Wed),5:00 PM,Sunny,,6,,Yes,"Few strands on ground, some browse hanging and on ground",1,3,0,1,0,1,2,
21,27/07/2022 (Wed),5:00 PM,Sunny,,6,,Yes,"Few strands on ground, some browse hanging and on ground",1,4,1,0,0,1,2,
21,27/07/2022 (Wed),5:00 PM,Sunny,,6,,Yes,"Few strands on ground, some browse hanging and on ground",1,5,0,0,0,4,4,
21,27/07/2022 (Wed),5:00 PM,Sunny,,6,,Yes,"Few strands on ground, some browse hanging and on ground",1,6,0,3,0,2,5,
21,27/07/2022 (Wed),5:00 PM,Sunny,,6,,Yes,"Few strands on ground, some browse hanging and on ground",1,7,0,0,0,0,0,
21,27/07/2022 (Wed),5:00 PM,Sunny,,6,,Yes,"Few strands on ground, some browse hanging and on ground",1,8,0,0,0,0,0,
21,27/07/2022 (Wed),5:00 PM,Sunny,,6,,Yes,"Few strands on ground, some browse hanging and on ground",1,9,0,0,0,0,0,
21,27/07/2022 (Wed),5:00 PM,Sunny,,6,,Yes,"Few strands on ground, some browse hanging and on ground",1,10,0,0,0,0,0,
21,27/07/2022 (Wed),5:00 PM,Sunny,,6,,Yes,"Few strands on ground, some browse hanging and on ground",1,11,0,0,0,0,0,
21,27/07/2022 (Wed),5:00 PM,Sunny,,6,,Yes,"Few strands on ground, some browse hanging and on ground",1,12,0,0,0,0,0,
21,27/07/2022 (Wed),5:00 PM,Sunny,,6,,Yes,"Few strands on ground, some browse hanging and on ground",1,13,0,0,0,0,0,
21,27/07/2022 (Wed),5:00 PM,Sunny,,6,,Yes,"Few strands on ground, some browse hanging and on ground",1,14,0,0,0,0,0,
21,27/07/2022 (Wed),5:00 PM,Sunny,,6,,Yes,"Few strands on ground, some browse hanging and on ground",1,15,0,0,0,0,0,
21,27/07/2022 (Wed),5:00 PM,Sunny,,6,,Yes,"Few strands on ground, some browse hanging and on ground",1,16,0,0,0,0,0,
21,27/07/2022 (Wed),5:00 PM,Sunny,,6,,Yes,"Few strands on ground, some browse hanging and on ground",1,17,0,0,0,0,0,
21,27/07/2022 (Wed),5:00 PM,Sunny,,6,,Yes,"Few strands on ground, some browse hanging and on ground",1,18,0,0,0,0,0,
21,27/07/2022 (Wed),5:00 PM,Sunny,,6,,Yes,"Few strands on ground, some browse hanging and on ground",1,19,0,0,0,0,0,
21,27/07/2022 (Wed),5:00 PM,Sunny,,6,,Yes,"Few strands on ground, some browse hanging and on ground",1,20,0,0,0,0,0,
22,28/07/2022 (Thu),2:00 PM,Cloudy,,6,,Yes,"Few strands on ground, some browse hanging",1,1,0,0,0,0,0,
22,28/07/2022 (Thu),2:00 PM,Cloudy,,6,,Yes,"Few strands on ground, some browse hanging",1,2,0,0,0,0,0,
22,28/07/2022 (Thu),2:00 PM,Cloudy,,6,,Yes,"Few strands on ground, some browse hanging",1,3,0,0,0,0,0,
22,28/07/2022 (Thu),2:00 PM,Cloudy,,6,,Yes,"Few strands on ground, some browse hanging",1,4,0,0,0,0,0,
22,28/07/2022 (Thu),2:00 PM,Cloudy,,6,,Yes,"Few strands on ground, some browse hanging",1,5,0,0,0,0,0,
22,28/07/2022 (Thu),2:00 PM,Cloudy,,6,,Yes,"Few strands on ground, some browse hanging",1,6,0,0,0,0,0,
22,28/07/2022 (Thu),2:00 PM,Cloudy,,6,,Yes,"Few strands on ground, some browse hanging",1,7,0,0,0,0,0,
22,28/07/2022 (Thu),2:00 PM,Cloudy,,6,,Yes,"Few strands on ground, some browse hanging",1,8,0,0,0,0,0,
22,28/07/2022 (Thu),2:00 PM,Cloudy,,6,,Yes,"Few strands on ground, some browse hanging",1,9,0,0,0,0,0,
22,28/07/2022 (Thu),2:00 PM,Cloudy,,6,,Yes,"Few strands on ground, some browse hanging",1,10,0,0,0,0,0,
22,28/07/2022 (Thu),2:00 PM,Cloudy,,6,,Yes,"Few strands on ground, some browse hanging",1,11,0,0,0,0,0,
22,28/07/2022 (Thu),2:00 PM,Cloudy,,6,,Yes,"Few strands on ground, some browse hanging",1,12,0,0,0,0,0,
22,28/07/2022 (Thu),2:00 PM,Cloudy,,6,,Yes,"Few strands on ground, some browse hanging",1,13,0,0,0,0,0,
22,28/07/2022 (Thu),2:00 PM,Cloudy,,6,,Yes,"Few strands on ground, some browse hanging",1,14,0,0,0,0,0,
22,28/07/2022 (Thu),2:00 PM,Cloudy,,6,,Yes,"Few strands on ground, some browse hanging",1,15,0,0,0,0,0,
22,28/07/2022 (Thu),2:00 PM,Cloudy,,6,,Yes,"Few strands on ground, some browse hanging",1,16,0,0,0,0,0,
22,28/07/2022 (Thu),2:00 PM,Cloudy,,6,,Yes,"Few strands on ground, some browse hanging",1,17,0,0,0,0,0,
22,28/07/2022 (Thu),2:00 PM,Cloudy,,6,,Yes,"Few strands on ground, some browse hanging",1,18,0,0,0,0,0,
22,28/07/2022 (Thu),2:00 PM,Cloudy,,6,,Yes,"Few strands on ground, some browse hanging",1,19,0,0,0,0,0,
22,28/07/2022 (Thu),2:00 PM,Cloudy,,6,,Yes,"Few strands on ground, some browse hanging",1,20,0,0,0,0,0,
23,28/07/2022 (Thu),5:00 PM,Sunny,,4,,Yes,Few strands on ground,1,1,0,0,0,0,0,
23,28/07/2022 (Thu),5:00 PM,Sunny,,4,,Yes,Few strands on ground,1,2,0,0,0,0,0,
23,28/07/2022 (Thu),5:00 PM,Sunny,,4,,Yes,Few strands on ground,1,3,0,0,0,0,0,
23,28/07/2022 (Thu),5:00 PM,Sunny,,4,,Yes,Few strands on ground,1,4,0,0,0,0,0,
23,28/07/2022 (Thu),5:00 PM,Sunny,,4,,Yes,Few strands on ground,1,5,0,0,0,0,0,
23,28/07/2022 (Thu),5:00 PM,Sunny,,4,,Yes,Few strands on ground,1,6,0,0,0,0,0,
23,28/07/2022 (Thu),5:00 PM,Sunny,,4,,Yes,Few strands on ground,1,7,0,0,0,0,0,
23,28/07/2022 (Thu),5:00 PM,Sunny,,4,,Yes,Few strands on ground,1,8,0,0,0,0,0,
23,28/07/2022 (Thu),5:00 PM,Sunny,,4,,Yes,Few strands on ground,1,9,0,0,0,0,0,
23,28/07/2022 (Thu),5:00 PM,Sunny,,4,,Yes,Few strands on ground,1,10,0,0,0,0,0,
23,28/07/2022 (Thu),5:00 PM,Sunny,,4,,Yes,Few strands on ground,1,11,0,0,0,0,0,
23,28/07/2022 (Thu),5:00 PM,Sunny,,4,,Yes,Few strands on ground,1,12,0,0,0,0,0,
23,28/07/2022 (Thu),5:00 PM,Sunny,,4,,Yes,Few strands on ground,1,13,0,0,0,0,0,
23,28/07/2022 (Thu),5:00 PM,Sunny,,4,,Yes,Few strands on ground,1,14,0,0,0,0,0,
23,28/07/2022 (Thu),5:00 PM,Sunny,,4,,Yes,Few strands on ground,1,15,0,0,0,0,0,
23,28/07/2022 (Thu),5:00 PM,Sunny,,4,,Yes,Few strands on ground,1,16,0,0,0,0,0,
23,28/07/2022 (Thu),5:00 PM,Sunny,,4,,Yes,Few strands on ground,1,17,0,0,0,0,0,
23,28/07/2022 (Thu),5:00 PM,Sunny,,4,,Yes,Few strands on ground,1,18,0,0,0,0,0,
23,28/07/2022 (Thu),5:00 PM,Sunny,,4,,Yes,Few strands on ground,1,19,0,0,0,0,0,
23,28/07/2022 (Thu),5:00 PM,Sunny,,4,,Yes,Few strands on ground,1,20,0,0,0,0,0,
24,29/07/2022 (Fri),2:00 PM,Rainy,Very light rain,6,0,Yes,,3,1,0,0,0,0,0,Rhinos were in holding until during Interval 2
24,29/07/2022 (Fri),2:00 PM,Rainy,Very light rain,6,0,Yes,,3,2,0,0,0,0,0,Rhinos were in holding until during Interval 2
24,29/07/2022 (Fri),2:00 PM,Rainy,Very light rain,6,6,Yes,,3,3,0,0,0,0,0,Rhinos were in holding until during Interval 2
24,29/07/2022 (Fri),2:00 PM,Rainy,Very light rain,6,6,Yes,,3,4,0,1,0,0,1,Rhinos were in holding until during Interval 2
24,29/07/2022 (Fri),2:00 PM,Rainy,Very light rain,6,6,Yes,,3,5,1,0,0,0,1,Rhinos were in holding until during Interval 2
24,29/07/2022 (Fri),2:00 PM,Rainy,Very light rain,6,6,Yes,,3,6,1,0,1,0,2,Rhinos were in holding until during Interval 2
24,29/07/2022 (Fri),2:00 PM,Rainy,Very light rain,6,6,Yes,,3,7,0,1,1,0,2,Rhinos were in holding until during Interval 2
24,29/07/2022 (Fri),2:00 PM,Rainy,Very light rain,6,6,Yes,,3,8,0,0,1,1,2,Rhinos were in holding until during Interval 2
24,29/07/2022 (Fri),2:00 PM,Rainy,Sunny,6,6,Yes,,3,9,1,1,0,5,7,Rhinos were in holding until during Interval 2
24,29/07/2022 (Fri),2:00 PM,Rainy,Sunny,6,6,Yes,,3,10,2,1,0,5,8,Rhinos were in holding until during Interval 2
24,29/07/2022 (Fri),2:00 PM,Rainy,Sunny,6,6,Yes,,3,11,0,0,0,5,5,Rhinos were in holding until during Interval 2
24,29/07/2022 (Fri),2:00 PM,Rainy,Sunny,6,6,Yes,,3,12,0,0,0,8,8,Rhinos were in holding until during Interval 2
24,29/07/2022 (Fri),2:00 PM,Rainy,Sunny,6,6,Yes,,3,13,1,0,0,6,7,Rhinos were in holding until during Interval 2
24,29/07/2022 (Fri),2:00 PM,Rainy,Sunny,6,6,Yes,,3,14,0,0,0,8,8,Rhinos were in holding until during Interval 2
24,29/07/2022 (Fri),2:00 PM,Rainy,Sunny,6,6,Yes,,3,15,1,1,0,5,7,Rhinos were in holding until during Interval 2
24,29/07/2022 (Fri),2:00 PM,Rainy,Sunny with light rain,6,6,Yes,,3,16,1,0,0,8,9,Rhinos were in holding until during Interval 2
24,29/07/2022 (Fri),2:00 PM,Rainy,Sunny with light rain,6,6,Yes,,3,17,2,0,1,9,12,Rhinos were in holding until during Interval 2
24,29/07/2022 (Fri),2:00 PM,Rainy,Sunny with light rain,6,6,Yes,,3,18,0,0,0,8,8,Rhinos were in holding until during Interval 2
24,29/07/2022 (Fri),2:00 PM,Rainy,Sunny with light rain,6,6,Yes,,3,19,0,2,0,14,16,Rhinos were in holding until during Interval 2
24,29/07/2022 (Fri),2:00 PM,Rainy,Sunny with light rain,6,6,Yes,,3,20,1,2,0,7,10,Rhinos were in holding until during Interval 2
25,29/07/2022 (Fri),5:00 PM,Cloudy,,6,,Yes,Few strands on ground,1,1,1,1,0,3,5,
25,29/07/2022 (Fri),5:00 PM,Cloudy,,6,,Yes,Few strands on ground,1,2,2,1,0,2,5,
